experiment_id,model_name,model_type,hardware,rmse,mae,mape,training_time_seconds,inference_time_seconds,peak_memory_mb,model_size_mb,timestamp
linear_regression:synthetic:realized_volatility_target_5d:h5,linear_regression,statistical_baseline,cpu,1.197206753003499e-05,1.1587245202747268e-05,0.45044002931036425,0.005712879999919096,0.0005004230006306898,0.03322410583496094,0.0009174346923828125,2026-07-10T20:18:49.855805+00:00
